,PIN,FOLIO,DOR_CODE,NBHC,S_DATE,VI,QU,REA_CD,S_AMT,SUB,STR,S_TYPE,ORIG_SALES_DATE,PIN_p,DOR_C,SUB_p,SITE_ADDR,SITE_CITY,SITE_ZIP,tBEDS,tBATHS,tSTORIES,tUNITS,tBLDGS,TAXDIST,JUST,LAND,BLDG,EXF,ACT,EFF,HEAT_AR,ASD_VAL,TAX_VAL,MUNI,SD1,SD2,TIF,BASE,VI_p,ACREAGE,NBHC_p,OWNER_OCCUPIED,_merge
1372941,U-05-30-21-C6F-000000-00009.0,0872580168,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372942,U-05-30-21-C6F-000000-00010.0,0872580170,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372943,U-05-30-21-C6F-000000-00011.0,0872580172,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372944,U-05-30-21-C6F-000000-00012.0,0872580174,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372945,U-05-30-21-C6F-000000-00013.0,0872580176,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372946,U-05-30-21-C6F-000000-00014.0,0872580178,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372947,U-05-30-21-C6F-000000-00015.0,0872580180,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372948,U-05-30-21-C6F-000000-00016.0,0872580182,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372949,U-05-30-21-C6F-000000-00017.0,0872580184,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372950,U-05-30-21-C6F-000000-00018.0,0872580186,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372951,U-05-30-21-C6F-000000-00019.0,0872580188,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372952,U-05-30-21-C6F-000000-00020.0,0872580190,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372953,U-05-30-21-C6F-000000-00021.0,0872580192,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372954,U-05-30-21-C6F-000000-00022.0,0872580194,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372955,U-05-30-21-C6F-000000-00023.0,0872580196,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372956,U-05-30-21-C6F-000000-00024.0,0872580198,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372957,U-05-30-21-C6F-000000-00025.0,0872580200,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372958,U-05-30-21-C6F-000000-00026.0,0872580202,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372959,U-05-30-21-C6F-000000-00027.0,0872580204,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372960,U-05-30-21-C6F-000000-00028.0,0872580206,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372961,U-05-30-21-C6F-000000-00029.0,0872580208,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372962,U-05-30-21-C6F-000000-00030.0,0872580210,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372963,U-05-30-21-C6F-000000-00031.0,0872580212,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372964,U-05-30-21-C6F-000000-00032.0,0872580214,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372965,U-05-30-21-C6F-000000-00033.0,0872580216,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372966,U-05-30-21-C6F-000000-00034.0,0872580218,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372967,U-05-30-21-C6F-000000-00035.0,0872580220,0000,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372968,U-05-30-21-C6F-000000-A0000.0,0872580222,0901,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1372969,U-05-30-21-C6F-000000-LS000.0,0872580224,0901,223007.0,2020-12-21,I,U,3C,1295000.0,C6F,053021,WD,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1414587,U-27-30-21-ZZZ-000004-41611.0,0882310002,NN,0.0,2003-03-28,V,U,05,288000.0,ZZZ,273021,WD,1999-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1414588,U-27-30-21-ZZZ-000004-41611.0,0882310002,NN,0.0,1999-04-01,V,U,38,80000.0,ZZZ,273021,WD,1999-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1421257,U-28-30-21-9PC-000000-C0001.1,0883298297,0000,225001.0,2021-10-05,V,U,11,100.0,9PC,283021,QC,2006-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1421258,U-28-30-21-9PC-000000-C0001.1,0883298297,0000,225001.0,2012-02-03,V,U,11,100.0,9PC,283021,WD,2006-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1421259,U-28-30-21-9PC-000000-C0001.1,0883298297,0000,225001.0,2006-01-06,V,U,3C,1760000.0,9PC,283021,WD,2006-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1454980,P-04-29-22-ZZZ-000004-84211.6,0911920160,6000,221001.0,2021-12-15,V,U,11,100.0,ZZZ,042922,CD,2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1454981,P-04-29-22-ZZZ-000004-84211.6,0911920160,6000,221001.0,2021-12-15,V,Q,01,1770000.0,ZZZ,042922,WD,2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1454982,P-04-29-22-ZZZ-000004-84211.6,0911920160,6000,221001.0,2013-04-10,V,Q,01,1091000.0,ZZZ,042922,WD,2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1454983,P-04-29-22-ZZZ-000004-84211.6,0911920160,6000,221001.0,2007-10-25,V,U,11,100.0,ZZZ,042922,WD,2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1454984,P-04-29-22-ZZZ-000004-84211.6,0911920160,6000,221001.0,2004-12-06,V,Q,01,1140000.0,ZZZ,042922,WD,2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458772,U-10-29-22-ZZZ-000004-89570.6,0917820010,0200,221002.0,2021-10-25,V,U,11,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458773,U-10-29-22-ZZZ-000004-89570.6,0917820010,0200,221002.0,2018-06-26,I,U,11,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458774,U-10-29-22-ZZZ-000004-89570.6,0917820010,0200,221002.0,2012-11-16,I,U,11,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458775,U-10-29-22-ZZZ-000004-89570.6,0917820010,0200,221002.0,1989-06-01,I,U,38,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458776,U-10-29-22-ZZZ-000004-89570.6,0917820010,0200,221002.0,1986-12-01,I,U,38,100.0,ZZZ,102922,WD,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458777,U-10-29-22-ZZZ-000004-89570.7,0917820020,0200,221002.0,2021-10-25,I,U,11,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458778,U-10-29-22-ZZZ-000004-89570.7,0917820020,0200,221002.0,2018-06-26,I,U,11,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458779,U-10-29-22-ZZZ-000004-89570.7,0917820020,0200,221002.0,2012-11-16,I,U,11,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458780,U-10-29-22-ZZZ-000004-89570.7,0917820020,0200,221002.0,1989-06-01,I,U,38,100.0,ZZZ,102922,QC,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1458781,U-10-29-22-ZZZ-000004-89570.7,0917820020,0200,221002.0,1986-12-01,I,U,38,100.0,ZZZ,102922,WD,1971-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1469699,U-30-29-22-ZZZ-000005-11250.1,0930930352,0000,225007.0,2021-12-27,V,Q,01,325000.0,ZZZ,302922,WD,1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1469700,U-30-29-22-ZZZ-000005-11250.1,0930930352,0000,225007.0,2020-02-18,V,U,3C,259500.0,ZZZ,302922,WD,1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1469701,U-30-29-22-ZZZ-000005-11250.1,0930930352,0000,225007.0,2013-08-21,V,U,11,100.0,ZZZ,302922,FD,1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1469702,U-30-29-22-ZZZ-000005-11250.1,0930930352,0000,225007.0,2013-08-21,V,U,11,100.0,ZZZ,302922,FD,1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1469703,U-30-29-22-ZZZ-000005-11250.1,0930930352,0000,225007.0,1994-10-01,V,U,38,100.0,ZZZ,302922,QC,1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1469704,U-30-29-22-ZZZ-000005-11250.1,0930930352,0000,225007.0,1985-05-01,V,Q,01,74166.0,ZZZ,302922,WD,1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1469705,U-30-29-22-ZZZ-000005-11250.1,0930930352,0000,225007.0,1984-09-01,V,Q,01,54900.0,ZZZ,302922,WD,1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1496342,A-23-28-18-3E9-000018-00011.0,0986640005,0000,206018.0,2020-04-30,I,U,3C,130000.0,3E9,232818,WD,1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1496343,A-23-28-18-3E9-000018-00011.0,0986640005,0000,206018.0,2012-01-18,I,U,11,100.0,3E9,232818,QC,1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1496344,A-23-28-18-3E9-000018-00011.0,0986640005,0000,206018.0,2002-02-19,I,U,38,42000.0,3E9,232818,WD,1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1496345,A-23-28-18-3E9-000018-00011.0,0986640005,0000,206018.0,2001-08-06,I,U,11,100.0,3E9,232818,CT,1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1496346,A-23-28-18-3E9-000018-00011.0,0986640005,0000,206018.0,1997-10-01,I,Q,01,52000.0,3E9,232818,WD,1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1496347,A-23-28-18-3E9-000018-00011.0,0986640005,0000,206018.0,1997-07-01,I,U,38,25000.0,3E9,232818,WD,1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1506720,A-25-28-18-3ER-000000-00012.0,1006770005,0000,206012.0,2021-07-09,V,U,3C,210000.0,3ER,252818,WD,1965-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1506721,A-25-28-18-3ER-000000-00012.0,1006770005,0000,206012.0,2006-07-05,I,U,05,163000.0,3ER,252818,WD,1965-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1506722,A-25-28-18-3ER-000000-00012.0,1006770005,0000,206012.0,1986-12-01,I,Q,01,53500.0,3ER,252818,WD,1965-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1506723,A-25-28-18-3ER-000000-00012.0,1006770005,0000,206012.0,1985-04-01,,Q,01,33000.0,3ER,252818,WD,1965-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1520035,A-35-28-18-3GP-000000-00022.A,1036040005,0000,206006.0,2017-03-14,I,U,11,100.0,3GP,352818,WD,2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1520036,A-35-28-18-3GP-000000-00022.A,1036040005,0000,206006.0,2013-05-09,I,U,3C,48000.0,3GP,352818,WD,2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1520037,A-35-28-18-3GP-000000-00024.0,1036040010,0000,206006.0,2017-03-14,I,U,11,100.0,3GP,352818,WD,2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1520038,A-35-28-18-3GP-000000-00024.0,1036040010,0000,206006.0,2013-05-09,I,U,3C,48000.0,3GP,352818,WD,2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1521796,A-35-28-18-3GU-000000-00069.A,1040640005,0000,206007.0,2021-12-08,V,U,3C,50000.0,3GU,352818,PR,1973-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522741,A-35-28-18-3GY-000000-00055.1,1043010005,0000,606001.0,1994-03-01,I,Q,01,100000.0,3GY,352818,WD,1984-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522742,A-35-28-18-3GY-000000-00055.1,1043010005,0000,606001.0,1991-02-01,I,U,38,30000.0,3GY,352818,WD,1984-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522743,A-35-28-18-3GY-000000-00055.1,1043010005,0000,606001.0,1991-02-01,I,U,38,15000.0,3GY,352818,WD,1984-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522744,A-35-28-18-3GY-000000-00055.1,1043010005,0000,606001.0,1986-12-01,V,Q,01,15000.0,3GY,352818,AG,1984-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522745,A-35-28-18-3GY-000000-00055.1,1043010005,0000,606001.0,1985-08-01,I,Q,01,73000.0,3GY,352818,WD,1984-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522746,A-35-28-18-3GY-000000-00055.1,1043010005,0000,606001.0,1984-12-01,I,Q,01,37900.0,3GY,352818,CT,1984-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522750,A-35-28-18-3GY-000000-00056.1,1043020005,0000,206006.0,1991-02-01,I,U,38,30000.0,3GY,352818,WD,1986-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522751,A-35-28-18-3GY-000000-00056.1,1043020005,0000,206006.0,1991-02-01,I,U,38,15000.0,3GY,352818,WD,1986-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1522752,A-35-28-18-3GY-000000-00056.1,1043020005,0000,206006.0,1986-12-01,V,Q,01,15000.0,3GY,352818,AG,1986-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525959,A-36-28-18-3H6-000007-00007.1,1049480000,0000,206007.0,2021-02-23,I,U,11,100.0,3H6,362818,QC,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525960,A-36-28-18-3H6-000007-00007.1,1049480000,0000,206007.0,2020-09-09,I,U,3C,270000.0,3H6,362818,WD,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525961,A-36-28-18-3H6-000007-00007.1,1049480000,0000,206007.0,2015-04-09,I,U,11,76600.0,3H6,362818,QC,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525962,A-36-28-18-3H6-000007-00007.1,1049480000,0000,206007.0,2012-10-03,I,Q,02,163000.0,3H6,362818,WD,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525963,A-36-28-18-3H6-000007-00007.1,1049480000,0000,206007.0,2012-02-16,I,U,40,59000.0,3H6,362818,WD,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525964,A-36-28-18-3H6-000007-00007.1,1049480000,0000,206007.0,1993-01-01,I,Q,38,100.0,3H6,362818,QC,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525965,A-36-28-18-3H6-000007-00008.0,1049480100,0000,206007.0,2021-02-23,I,U,11,100.0,3H6,362818,QC,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525966,A-36-28-18-3H6-000007-00008.0,1049480100,0000,206007.0,2020-09-09,I,U,3C,270000.0,3H6,362818,WD,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525967,A-36-28-18-3H6-000007-00008.0,1049480100,0000,206007.0,2015-04-09,I,U,11,76600.0,3H6,362818,QC,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525968,A-36-28-18-3H6-000007-00008.0,1049480100,0000,206007.0,2012-10-03,I,Q,02,163000.0,3H6,362818,WD,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525969,A-36-28-18-3H6-000007-00008.0,1049480100,0000,206007.0,2012-02-16,I,U,40,59000.0,3H6,362818,WD,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1525970,A-36-28-18-3H6-000007-00008.0,1049480100,0000,206007.0,1993-01-01,I,Q,38,100.0,3H6,362818,QC,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526088,A-36-28-18-3H7-000000-00002.0,1049720005,0000,206007.0,2021-12-29,I,U,3C,1000000.0,3H7,362818,WD,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526089,A-36-28-18-3H7-000000-00002.0,1049720005,0000,206007.0,2021-08-05,I,U,11,100.0,3H7,362818,QC,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526090,A-36-28-18-3H7-000000-00002.0,1049720005,0000,206007.0,1993-01-01,I,U,38,100.0,3H7,362818,QC,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526091,A-36-28-18-3H7-000000-00003.1,1049720010,0000,206007.0,2021-12-29,I,U,3C,1000000.0,3H7,362818,WD,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526092,A-36-28-18-3H7-000000-00003.1,1049720010,0000,206007.0,2021-08-05,I,U,11,100.0,3H7,362818,QC,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526093,A-36-28-18-3H7-000000-00003.1,1049720010,0000,206007.0,1993-01-01,I,U,38,100.0,3H7,362818,QC,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526094,A-36-28-18-3H7-000000-00004.0,1049720015,0000,206007.0,2021-12-29,I,U,3C,1000000.0,3H7,362818,WD,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526095,A-36-28-18-3H7-000000-00004.0,1049720015,0000,206007.0,2021-08-05,I,U,11,100.0,3H7,362818,QC,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1526096,A-36-28-18-3H7-000000-00004.0,1049720015,0000,206007.0,1993-01-01,I,U,38,100.0,3H7,362818,QC,1979-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1538502,A-05-29-19-9MV-000000-A0006.7,1089670047,8680,207003.0,2020-11-05,V,U,11,100.0,9MV,052919,QC,2008-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1538503,A-05-29-19-9MV-000000-A0006.7,1089670047,8680,207003.0,2008-04-07,V,U,3C,550000.0,9MV,052919,WD,2008-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1538505,A-05-29-18-9MV-000000-A0007.9,1089670049,8680,207003.0,2020-12-11,V,U,11,100.0,9MV,052918,QC,2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1538508,A-07-29-18-ZZZ-000005-45440.2,1089800200,8680,207003.0,2020-11-05,V,U,11,100.0,ZZZ,072918,QC,2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1571140,A-22-29-18-3ND-000001-00010.1,1166810100,0000,203010.0,2021-10-08,V,U,3C,450000.0,3ND,222918,WD,1988-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1571141,A-22-29-18-3ND-000001-00010.1,1166810100,0000,203010.0,2002-07-08,I,Q,01,192000.0,3ND,222918,WD,1988-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1571142,A-22-29-18-3ND-000001-00010.1,1166810100,0000,203010.0,1990-05-01,I,U,38,100.0,3ND,222918,WD,1988-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1571143,A-22-29-18-3ND-000001-00010.1,1166810100,0000,203010.0,1989-08-01,I,U,38,100.0,3ND,222918,WD,1988-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1571144,A-22-29-18-3ND-000001-00010.1,1166810100,0000,203010.0,1988-11-01,V,Q,01,25000.0,3ND,222918,WD,1988-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1576332,A-26-29-18-3OO-000002-00010.1,1173580005,0000,203006.0,2021-07-16,I,U,3C,650000.0,3OO,262918,WD,1989-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1576333,A-26-29-18-3OO-000002-00010.1,1173580005,0000,203006.0,2001-03-06,I,Q,01,185000.0,3OO,262918,WD,1989-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1576334,A-26-29-18-3OO-000002-00010.1,1173580005,0000,203006.0,1989-08-01,I,U,38,100.0,3OO,262918,QC,1989-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1580605,A-27-29-18-3PQ-000003-00008.1,1177230005,0000,203006.0,2021-08-04,V,U,11,100.0,3PQ,272918,QC,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1580606,A-27-29-18-3PQ-000003-00008.1,1177230005,0000,203006.0,2021-07-15,V,U,3C,550000.0,3PQ,272918,WD,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1580607,A-27-29-18-3PQ-000003-00008.1,1177230005,0000,203006.0,2020-08-20,V,U,11,194600.0,3PQ,272918,QC,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1580608,A-27-29-18-3PQ-000003-00008.1,1177230005,0000,203006.0,2018-12-21,V,U,11,100.0,3PQ,272918,QC,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1580609,A-27-29-18-3PQ-000003-00008.1,1177230005,0000,203006.0,2017-10-27,V,U,11,100.0,3PQ,272918,QC,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1580610,A-27-29-18-3PQ-000003-00008.1,1177230005,0000,203006.0,2017-07-14,V,U,3C,370000.0,3PQ,272918,WD,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1581585,A-27-29-18-3Q1-B00000-00010.1,1178890005,1000,203009.0,2014-11-05,I,U,11,100.0,3Q1,272918,QC,1987-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1581586,A-27-29-18-3Q1-B00000-00010.1,1178890005,1000,203009.0,2011-03-09,I,U,3C,150000.0,3Q1,272918,WD,1987-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1581587,A-27-29-18-3Q1-B00000-00010.1,1178890005,1000,203009.0,2009-03-09,I,U,11,100.0,3Q1,272918,WD,1987-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1581588,A-27-29-18-3Q1-B00000-00010.1,1178890005,1000,203009.0,2002-07-12,I,U,11,58000.0,3Q1,272918,QC,1987-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1581589,A-27-29-18-3Q1-B00000-00010.1,1178890005,1000,203009.0,2002-06-12,I,U,11,100.0,3Q1,272918,QC,1987-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1581590,A-27-29-18-3Q1-B00000-00010.1,1178890005,1000,203009.0,1987-11-01,I,U,38,100.0,3Q1,272918,AD,1987-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1586516,A-28-29-18-3QK-000003-00003.1,1189610000,NN,0.0,2005-03-30,V,U,05,1000000.0,3QK,282918,WD,2005-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1597946,A-32-29-18-3T9-000029-00001.2,1220250000,0000,202004.0,2019-07-12,I,U,3C,700000.0,3T9,322918,WD,1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
